price,lotsize,age,landValue,livingArea,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
282000,364,25,17600,120,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
234000,890,23,15400,94,3,0,2,5,electric,electric,public/commercial,No,No,No
442000,2873,35,35100,215,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
415000,1336,31,26500,188,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
389000,4047,18,31800,131,3,0,1,6,hot air,gas,none,No,No,Yes
522000,931,13,34100,166,3,0,1,8,hot air,gas,septic,No,No,Yes
450000,445,15,42000,186,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
368000,2469,36,35100,166,4,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
485000,1862,11,27400,206,4,1,2.5,10,hot air,oil,public/commercial,No,No,Yes
368000,5180,84,34600,174,4,0,1,7,electric,oil,septic,No,No,Yes
391000,2873,36,35100,168,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
426000,1902,41,27800,178,3,1,2.5,5,hot water/steam,gas,public/commercial,No,No,No
347000,1700,28,30900,152,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
591000,7811,16,131500,356,3,2,4,12,hot air,gas,septic,No,No,Yes
339000,1943,32,33600,111,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
446000,1700,30,23200,210,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,Yes
372000,1943,39,25400,157,3,1,2,6,hot water/steam,gas,public/commercial,No,No,Yes
282000,486,19,18200,114,2,1,2,6,hot water/steam,gas,public/commercial,No,No,Yes
215000,5990,57,36000,119,3,1,1,7,hot air,gas,septic,No,No,No
137000,1336,77,33500,62,1,0,1,2,hot air,oil,septic,No,No,No
585000,1862,17,60500,257,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,Yes
364000,1295,38,42500,145,3,1,1,4,hot air,gas,septic,No,No,No
288000,3723,11,36100,126,3,0,2,5,electric,electric,septic,No,No,No
421000,1862,37,27400,179,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
497000,1376,6,36000,180,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
297000,931,30,19300,116,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
301000,1133,27,19600,147,3,0,2.5,4,hot water/steam,gas,public/commercial,No,No,No
274000,283,30,16800,132,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
368000,1174,4,35800,158,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
563000,3116,15,38700,256,4,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
388000,1336,18,35500,167,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
407000,2671,36,35300,160,3,0,1.5,8,electric,electric,septic,No,No,No
617000,4047,15,83600,250,3,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
378000,1578,29,24600,161,4,1,2.5,7,hot water/steam,oil,public/commercial,No,No,No
434000,1255,32,25100,187,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
438000,1700,36,30900,191,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
223000,1862,36,32700,162,4,0,1.5,6,hot air,gas,public/commercial,No,No,No
366000,567,13,18400,126,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
456000,2024,30,29000,210,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
493000,1416,33,35300,239,3,1,2.5,11,hot air,gas,septic,No,No,No
187000,607,18,18500,86,2,1,1,7,electric,electric,public/commercial,No,No,No
343000,1295,21,35000,186,3,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
229000,688,21,11900,86,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
178000,1943,42,15800,143,4,0,1,7,hot air,oil,septic,No,No,No
467000,3116,44,47000,161,3,1,2,9,hot air,oil,septic,No,No,Yes
187000,3845,50,36800,140,3,1,1,5,hot water/steam,oil,septic,No,No,No
825000,2145,10,65800,235,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
272000,243,19,16400,138,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
330000,1862,36,32700,179,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
222000,728,20,12600,113,2,1,1.5,5,hot air,gas,public/commercial,No,No,No
471000,1902,33,33200,258,5,2,3,12,hot air,gas,public/commercial,No,No,Yes
623000,1902,6,16500,239,4,0,2.5,12,hot air,gas,public/commercial,No,No,No
224000,769,21,18900,88,2,0,1,3,electric,electric,public/commercial,No,No,No
811000,7366,19,130700,271,4,1,3.5,10,hot air,gas,public/commercial,No,No,Yes
215000,850,19,14700,138,3,0,1.5,7,electric,electric,public/commercial,No,No,Yes
378000,1700,32,29400,178,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
320000,1457,27,37000,126,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
554000,1983,4,36900,214,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
285000,850,19,19100,115,2,1,2,6,electric,electric,public/commercial,No,No,Yes
259000,364,18,17600,138,3,0,1.5,6,electric,electric,public/commercial,No,No,Yes
397000,1174,27,33000,155,4,1,2,5,hot air,gas,public/commercial,No,No,Yes
538000,1619,6,12000,203,3,1,2.5,10,hot air,gas,public/commercial,No,No,No
220000,931,18,19300,86,2,1,1,7,electric,electric,public/commercial,No,No,No
330000,4047,19,49300,113,3,0,2,5,electric,electric,public/commercial,No,No,No
259000,364,18,17600,138,3,0,1.5,8,electric,electric,public/commercial,No,No,Yes
247000,324,21,17200,128,2,1,1.5,3,electric,electric,public/commercial,No,No,No
507000,1902,22,61300,186,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
234000,283,15,1800,138,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
240000,243,15,1600,138,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
328000,1012,11,8300,135,3,0,1,8,hot air,gas,public/commercial,No,No,Yes
568000,2914,5,27200,176,3,1,2.5,9,hot air,gas,septic,No,No,No
307000,3723,28,8700,103,3,0,1,8,hot air,oil,septic,No,No,No
215000,769,16,3400,138,2,1,1.5,6,hot air,gas,public/commercial,No,No,No
213000,283,15,1800,138,2,1,2.5,3,hot air,electric,public/commercial,No,No,Yes
307000,1416,27,7900,171,3,0,2,5,hot water/steam,gas,septic,No,No,Yes
225000,3966,96,16100,142,4,0,2,7,hot water/steam,oil,public/commercial,No,No,No
792000,11817,1,20000,252,3,1,2.5,10,hot air,gas,septic,No,No,Yes
272000,4007,10,9900,95,3,0,2,5,hot air,oil,septic,No,No,Yes
583000,16188,20,14000,205,4,1,2,10,hot water/steam,gas,septic,No,No,No
286000,1862,18,7800,127,3,0,1,7,electric,electric,septic,No,No,No
378000,3238,28,18000,231,4,1,2.5,7,hot air,gas,septic,No,No,No
514000,1862,7,18400,173,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
603000,1862,10,18400,295,4,0,4,12,hot air,gas,septic,No,No,Yes
722000,2995,17,23000,274,5,1,2.5,12,hot air,gas,septic,No,No,Yes
215000,1862,23,7800,89,3,0,1,4,hot air,gas,septic,No,No,No
653000,3319,15,15000,292,4,1,2.5,11,hot air,gas,septic,No,No,No
263000,1862,32,11500,155,4,1,2,9,hot air,oil,septic,No,No,No
221000,283,77,14100,66,2,1,1,7,hot air,oil,septic,No,No,No
373000,3197,17,17900,149,3,1,2,8,hot air,oil,septic,No,No,Yes
333000,4047,13,4000,145,3,1,2,4,hot air,gas,septic,No,No,Yes
320000,2550,14,5500,114,3,0,1.5,7,hot air,gas,septic,No,No,No
239000,850,77,3500,128,3,0,1,7,hot air,gas,public/commercial,No,No,No
444000,1659,41,25400,215,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
152000,40,14,1200,89,2,0,1.5,6,hot water/steam,gas,public/commercial,No,No,No
456000,5180,16,50000,89,3,0,1,8,electric,electric,septic,No,No,No
426000,6637,52,25700,169,4,2,2.5,7,hot water/steam,gas,septic,No,No,No
232000,1336,95,2500,152,3,0,2,4,hot water/steam,oil,septic,No,No,No
368000,364,90,5900,148,2,0,2,3,hot air,gas,public/commercial,No,No,No
261000,4816,16,17900,120,3,0,2,5,hot water/steam,oil,septic,No,No,No
303000,1619,11,300,145,3,0,1.5,7,hot air,gas,septic,No,No,No
326000,3642,46,7400,135,4,1,1.5,7,hot air,oil,septic,No,No,No
301000,4047,40,17000,155,3,1,2,8,hot water/steam,oil,septic,No,No,No
403000,405,18,16200,202,3,1,2.5,10,electric,electric,septic,No,No,Yes
320000,81,9,20000,132,3,0,1,8,hot air,gas,septic,No,No,No
263000,728,71,3100,134,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
359000,3076,4,18100,94,3,0,1.5,5,hot air,gas,septic,No,No,No
540000,1862,0,15200,274,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,No
344000,2388,11,16700,154,3,0,1.5,5,hot air,oil,septic,No,No,No
475000,3683,105,13200,179,3,0,1.5,7,hot air,oil,septic,No,No,No
263000,4047,11,16000,89,3,0,1,5,hot air,gas,septic,No,No,No
335000,1862,28,15700,168,3,1,1.5,7,electric,electric,septic,No,No,No
600000,931,1,72300,243,4,1,2.5,8,hot air,gas,septic,No,No,No
354000,4856,42,17900,104,2,0,1.5,6,hot air,oil,septic,No,No,No
359000,4047,52,19200,200,2,1,1.5,7,hot water/steam,oil,septic,No,No,No
249000,3521,36,17400,81,2,2,1.5,3,hot air,oil,septic,No,No,No
426000,3197,26,16100,195,4,1,2.5,10,electric,electric,septic,No,No,No
441000,4047,15,12100,165,3,1,1.5,5,hot air,oil,septic,No,No,No
712000,19587,3,21500,186,3,1,3,8,hot water/steam,gas,septic,No,No,Yes
187000,648,165,7200,164,3,0,1,5,hot air,gas,public/commercial,No,No,No
307000,4047,10,16200,94,3,0,1,7,hot air,gas,septic,No,No,No
409000,1174,5,7400,211,4,0,2.5,10,hot water/steam,gas,public/commercial,No,No,No
244000,1255,85,3400,144,3,0,1.5,8,hot air,oil,public/commercial,No,No,No
234000,1578,3,15000,151,3,0,2,4,hot air,gas,public/commercial,No,No,No
651000,4249,40,49800,243,4,2,2.5,8,hot air,gas,septic,No,No,Yes
200000,4047,15,24500,100,3,0,2,4,electric,electric,septic,No,No,No
722000,1214,76,38300,106,3,0,2,5,hot air,gas,public/commercial,Yes,No,Yes
225000,2428,34,2700,107,3,0,1,5,hot air,gas,septic,No,No,No
263000,22339,20,5900,98,2,0,1,7,electric,electric,septic,No,No,No
349000,1943,2,13400,117,3,0,2,8,electric,gas,septic,No,No,No
244000,607,25,7200,87,2,1,1.5,3,hot water/steam,gas,public/commercial,No,No,No
101000,162,30,1400,106,3,0,1.5,5,electric,electric,public/commercial,No,No,No
142000,40,14,1200,89,2,0,1.5,3,hot water/steam,gas,public/commercial,No,No,No
273000,1012,6,15000,98,2,0,1.5,4,hot air,gas,public/commercial,No,No,No
310000,4047,29,23000,71,2,0,1,6,electric,electric,septic,No,No,No
451000,8094,14,38900,190,4,1,2.5,10,hot air,oil,septic,No,No,No
323000,1174,7,1100,111,2,1,2,3,hot air,gas,public/commercial,No,No,No
391000,4047,27,5000,226,4,0,1,9,electric,electric,septic,No,No,Yes
244000,1659,35,1300,85,3,0,1,7,hot water/steam,oil,septic,No,No,No
397000,3602,46,4500,253,4,1,1.5,11,hot air,oil,septic,No,No,Yes
489000,1862,0,11100,220,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
282000,4047,15,5000,134,3,0,1,4,hot water/steam,oil,septic,No,No,No
382000,1093,27,4600,162,3,0,1,7,hot air,oil,public/commercial,No,No,No
339000,567,105,600,212,4,0,1.5,10,hot water/steam,oil,public/commercial,No,No,No
163000,1700,130,1700,161,3,0,2,5,hot water/steam,oil,public/commercial,No,No,No
198000,2995,95,2700,82,1,0,1,2,hot air,oil,septic,No,No,No
172000,405,145,600,93,2,0,1,5,hot water/steam,gas,public/commercial,No,No,No
368000,7001,34,11500,121,3,0,1,5,hot water/steam,oil,septic,No,No,No
426000,1902,14,16400,214,3,1,2.5,9,electric,electric,septic,No,No,No
563000,2509,13,28500,193,3,1,2.5,9,hot air,gas,septic,No,No,No
337000,1376,51,19000,137,4,0,1,5,hot air,oil,septic,No,No,No
320000,1376,50,19000,118,3,1,1.5,5,hot water/steam,gas,septic,No,No,No
633000,13274,11,39900,177,3,1,2.5,9,hot air,oil,septic,No,No,Yes
384000,1902,53,23700,144,3,0,1.5,8,hot water/steam,oil,septic,No,No,No
722000,8094,35,36600,206,4,1,1.5,8,electric,electric,septic,No,No,No
544000,1214,0,35800,221,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
345000,1659,33,13500,159,3,1,1.5,7,hot air,oil,septic,No,No,Yes
1167000,4007,1,5000,247,4,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
489000,1174,5,25000,138,3,0,3,5,hot water/steam,oil,septic,No,No,Yes
407000,8215,30,10200,142,3,1,1.5,8,electric,electric,septic,No,No,No
514000,2469,21,16100,231,4,1,2.5,11,hot air,gas,septic,No,No,Yes
397000,1862,25,13800,178,3,0,2,8,hot air,gas,septic,No,No,No
178000,2064,47,14600,118,3,0,1,7,hot water/steam,oil,public/commercial,No,No,No
288000,688,19,15200,131,2,0,1.5,7,electric,electric,public/commercial,No,No,No
270000,607,18,15100,129,2,0,1.5,6,electric,electric,public/commercial,No,No,No
403000,1821,16,25000,121,3,0,1.5,4,hot air,gas,septic,No,No,No
674000,3521,0,108900,303,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,No
307000,324,9,1000,143,3,0,1.5,7,hot air,gas,septic,No,No,Yes
312000,2347,14,19000,152,4,1,1.5,9,hot air,oil,none,No,No,No
359000,1659,15,18700,181,3,1,1.5,7,hot air,gas,septic,No,No,No
372000,1862,19,18800,156,3,1,2,7,hot air,gas,septic,No,No,No
263000,1902,12,10700,97,3,0,1,5,hot air,gas,septic,No,No,Yes
380000,40,13,1000,167,3,1,2.5,7,hot air,gas,septic,No,No,Yes
137000,567,85,7800,130,3,1,1.5,6,hot air,oil,septic,No,No,No
605000,1902,5,20400,175,2,1,2,7,hot water/steam,oil,septic,Yes,No,No
289000,2469,1,19500,98,3,0,2,4,hot water/steam,oil,septic,No,No,No
330000,648,38,54900,148,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
234000,202,125,45000,134,4,0,1,5,hot water/steam,oil,public/commercial,No,No,No
272000,1538,34,57800,155,4,1,1.5,5,hot air,gas,public/commercial,No,No,No
313000,1012,35,50000,121,3,0,2,4,hot air,gas,public/commercial,No,No,No
274000,1497,33,57200,115,3,1,1,7,hot air,gas,public/commercial,No,No,Yes
178000,1255,85,64400,78,2,0,1,3,hot water/steam,oil,public/commercial,No,No,No
1280000,769,55,103000,73,2,0,1.5,6,hot air,gas,public/commercial,No,No,No
453000,1174,3,64400,161,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
495000,728,140,56700,155,3,0,1,8,hot air,gas,public/commercial,No,No,No
762000,971,4,75400,188,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
510000,324,46,183300,207,4,1,2,9,hot air,gas,septic,No,No,No
475000,688,115,53700,95,2,0,1,6,hot air,gas,public/commercial,No,No,No
407000,526,17,51400,120,2,0,1.5,4,electric,electric,public/commercial,No,No,Yes
1527000,1943,31,72600,369,5,4,3.5,12,hot air,gas,public/commercial,No,No,Yes
432000,567,129,93000,158,4,0,1,9,hot water/steam,gas,public/commercial,No,No,No
401000,1943,27,57800,199,4,0,1,9,hot water/steam,gas,public/commercial,No,No,No
456000,121,5,27000,133,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
289000,971,35,49100,87,3,0,1,8,hot air,gas,public/commercial,No,No,Yes
1423000,850,3,70600,240,4,1,3,10,hot air,gas,public/commercial,No,No,Yes
501000,648,6,36800,128,3,1,2,5,hot air,gas,public/commercial,No,No,No
289000,1133,33,51800,118,3,0,1,6,hot air,gas,public/commercial,No,No,No
282000,1214,33,53000,127,3,1,2,8,hot air,gas,public/commercial,No,No,Yes
653000,1174,18,46400,197,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
301000,1214,34,53000,119,2,0,1,5,hot air,gas,public/commercial,No,No,No
339000,2145,35,66500,103,2,0,1,3,hot air,gas,public/commercial,No,No,Yes
418000,1133,41,64000,102,3,1,1,4,hot water/steam,gas,public/commercial,No,No,No
802000,445,121,87000,209,4,0,2,10,hot water/steam,gas,public/commercial,No,No,No
407000,728,53,101000,107,4,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
1208000,2145,23,225800,302,3,2,2.5,10,hot air,gas,public/commercial,No,No,No
485000,1416,18,50000,179,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
682000,2024,0,65000,180,3,1,2,7,hot air,gas,public/commercial,No,No,No
712000,567,4,112100,151,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
569000,890,50,72000,153,3,0,1,4,hot water/steam,gas,public/commercial,No,No,No
320000,688,39,55800,97,5,0,1.5,6,hot air,gas,public/commercial,No,No,No
485000,21651,37,137800,156,4,0,2,8,hot air,oil,septic,No,No,Yes
505000,1336,16,48800,185,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
933000,971,17,60200,177,4,1,3.5,9,hot air,gas,public/commercial,No,No,Yes
368000,2307,85,62500,90,3,0,1,4,hot air,oil,public/commercial,No,No,No
696000,121,19,27000,169,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
320000,1214,32,53000,155,3,0,1,7,hot air,gas,public/commercial,No,No,No
374000,162,19,25600,113,2,1,2,4,hot air,gas,public/commercial,No,No,Yes
310000,648,33,54900,145,3,0,2,7,hot air,gas,public/commercial,No,No,Yes
712000,1255,32,143200,256,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
291000,1012,35,50000,87,3,0,1,4,hot air,gas,public/commercial,No,No,No
426000,567,95,50800,150,4,0,1.5,9,hot air,gas,public/commercial,No,No,No
712000,486,69,195000,135,3,1,2,5,hot water/steam,gas,public/commercial,No,No,No
804000,1255,5,80600,178,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
403000,1133,31,80800,147,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
306000,1093,34,51200,179,3,1,1,5,hot air,gas,public/commercial,No,No,Yes
470000,850,80,115000,107,4,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
1269000,1376,3,82400,351,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
722000,162,18,36000,156,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
396000,850,33,107000,85,3,0,1,4,hot air,gas,public/commercial,No,No,No
404000,688,115,55800,140,3,0,1,8,hot water/steam,gas,public/commercial,No,No,No
318000,648,35,54900,80,2,0,1,6,hot air,gas,public/commercial,No,No,Yes
417000,1862,35,62600,149,4,0,2,6,hot air,gas,public/commercial,No,No,Yes
583000,283,15,48200,162,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
1286000,2792,3,101500,298,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
374000,243,16,45800,120,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
712000,121,19,27000,177,2,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
109000,4047,25,24700,261,3,0,1,11,hot air,oil,septic,No,No,No
378000,769,18,7300,147,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
149000,809,135,7300,104,3,0,1,5,hot water/steam,gas,public/commercial,No,No,No
525000,4411,8,23000,163,3,2,2,6,hot air,gas,septic,No,No,Yes
333000,81,32,22500,163,3,0,1.5,5,electric,electric,septic,No,No,No
1108000,4047,14,128500,203,3,0,2.5,10,hot air,gas,none,No,No,Yes
307000,1012,35,50000,167,2,0,1,5,hot air,gas,public/commercial,No,No,No
671000,1862,30,56600,229,5,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
442000,809,50,70000,120,5,0,2,10,hot water/steam,gas,public/commercial,No,No,No
333000,648,35,97000,124,3,0,1,8,hot air,gas,public/commercial,No,No,Yes
404000,688,5,37600,109,2,1,2.5,4,hot air,gas,public/commercial,No,No,No
422000,2226,53,73400,110,3,0,1,4,hot air,gas,public/commercial,No,No,No
712000,2024,19,59000,225,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
762000,364,125,83000,170,3,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
683000,1376,41,80000,202,4,1,2.5,8,electric,electric,septic,No,No,Yes
787000,1578,4,85400,186,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
502000,728,10,38400,125,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
564000,526,52,63000,112,3,0,1,6,hot air,gas,public/commercial,No,No,No
727000,769,2,57600,209,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
347000,1214,31,53000,148,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
554000,1578,17,52400,170,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
407000,40,37,182600,102,2,1,1.5,5,hot water/steam,gas,septic,No,No,No
413000,486,110,89000,136,2,0,1,5,hot water/steam,gas,public/commercial,No,No,No
760000,1012,152,115000,198,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No,No
309000,971,30,49100,127,3,0,1,5,hot air,gas,public/commercial,No,No,No
658000,607,1,36000,205,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
873000,1012,23,61000,215,2,1,3,8,hot air,gas,public/commercial,No,No,Yes
465000,162,12,25600,165,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
465000,202,8,32000,172,3,0,2.5,9,electric,electric,public/commercial,No,No,Yes
495000,1295,42,144900,102,2,0,2,4,hot air,gas,public/commercial,No,No,Yes
1310000,445,121,87000,209,4,0,2,8,hot water/steam,gas,public/commercial,No,No,No
359000,445,19,49800,122,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
683000,526,4,110200,129,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
320000,1619,33,59000,104,4,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
304000,405,115,49500,76,2,0,1,4,hot air,gas,public/commercial,No,No,No
349000,1943,27,31700,174,4,1,2.5,8,hot air,gas,septic,No,No,No
331000,3035,8,20500,116,3,0,2,5,hot air,electric,public/commercial,No,No,Yes
843000,769,3,97300,158,2,0,2,4,hot water/steam,gas,septic,Yes,No,No
310000,2064,57,13300,125,2,1,1,4,hot water/steam,oil,septic,No,No,No
407000,2550,20,17700,148,3,1,2,6,hot water/steam,gas,septic,No,No,No
123000,364,57,1000,82,3,0,1,7,hot air,gas,public/commercial,No,No,No
113000,526,137,700,76,2,0,1,3,hot air,gas,septic,No,No,No
230000,769,71,3200,67,2,0,1,5,hot air,gas,public/commercial,No,No,No
282000,2307,28,2600,191,3,0,1,5,electric,electric,septic,No,No,No
476000,3723,11,2600,148,2,1,2,6,hot air,oil,septic,No,No,Yes
246000,1416,39,1600,112,3,0,1,6,electric,electric,septic,No,No,No
376000,3480,16,4300,187,3,0,1.5,5,hot water/steam,oil,septic,No,No,No
368000,3238,6,2000,118,3,1,2,6,hot air,gas,septic,No,No,No
297000,1457,40,3600,89,3,0,1,5,hot air,oil,septic,No,No,No
271000,1781,47,4000,98,3,0,1,6,hot air,gas,septic,No,No,Yes
436000,1012,12,5200,169,3,0,3.5,8,hot air,oil,septic,No,No,Yes
485000,2631,27,16500,231,4,1,2.5,7,hot air,gas,septic,No,No,No
388000,1862,27,13800,176,3,0,2.5,9,hot air,gas,septic,No,No,Yes
291000,2833,84,4600,118,4,1,1,6,hot water/steam,oil,septic,No,No,No
386000,2226,14,3000,160,4,0,2,6,hot air,oil,septic,No,No,Yes
244000,1416,22,12000,124,2,1,1.5,4,electric,electric,septic,No,No,Yes
368000,3885,45,8700,129,3,0,1,5,hot air,gas,septic,No,No,No
828000,2185,1,20400,218,4,0,2.5,10,hot air,gas,septic,No,No,Yes
359000,1902,19,14100,137,3,0,1.5,7,hot air,gas,septic,No,No,No
301000,2104,16,5500,116,3,0,2,6,electric,electric,septic,No,No,No
364000,607,16,10000,179,4,1,2.5,10,electric,electric,septic,No,Yes,Yes
405000,2631,2,4000,190,4,0,2.5,8,hot air,oil,septic,No,No,No
823000,5423,15,75700,246,3,1,3,7,electric,electric,septic,Yes,No,No
215000,688,105,4100,140,3,0,1,6,hot air,oil,septic,No,No,No
710000,2145,1,233000,294,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,Yes
337000,567,18,19600,125,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
394000,1862,17,36600,146,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
282000,364,18,20500,118,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
362000,1659,14,26700,122,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
747000,1943,11,47400,288,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
426000,1781,7,24200,124,3,1,2.5,8,hot air,gas,public/commercial,No,No,No
542000,1700,14,28500,238,4,1,2.5,12,hot water/steam,oil,septic,No,No,No
349000,486,17,16800,125,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
757000,1862,1,3200,302,4,1,3,12,hot air,gas,public/commercial,No,Yes,Yes
741000,1416,1,233000,287,3,1,2.5,8,hot air,gas,public/commercial,No,Yes,Yes
244000,2671,155,25200,100,2,1,1,3,hot water/steam,oil,septic,No,No,No
318000,526,16,18200,104,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
1014000,1862,1,70100,267,5,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
244000,40,19,9900,119,2,0,2.5,3,electric,electric,public/commercial,No,No,Yes
786000,2509,9,57800,270,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
341000,324,18,20400,141,2,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
871000,2347,1,233000,268,4,1,2.5,9,hot air,gas,public/commercial,No,Yes,Yes
673000,2792,3,43700,236,4,1,2,11,hot air,gas,public/commercial,No,No,Yes
341000,1416,37,23500,98,3,0,1,4,hot water/steam,gas,public/commercial,No,No,No
362000,567,16,19600,121,2,1,1.5,6,hot air,gas,public/commercial,No,No,No
330000,526,18,20900,141,2,1,1.5,3,electric,electric,public/commercial,No,No,Yes
326000,1902,27,32000,124,3,1,2,7,hot air,oil,public/commercial,No,No,No
573000,1336,10,35400,220,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
489000,1862,8,25100,142,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
417000,3602,27,30900,173,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
768000,1983,0,233000,309,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
739000,1862,14,36600,207,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
796000,526,6,46500,255,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
782000,2024,9,37800,278,5,1,2.5,11,hot air,gas,public/commercial,No,No,No
310000,1416,17,37000,154,3,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
554000,40,9,28400,164,3,1,2.5,5,hot air,gas,public/commercial,No,No,No
399000,1538,39,25000,158,4,1,1.5,8,hot air,gas,public/commercial,No,No,No
410000,1497,38,24500,156,3,1,1.5,4,hot water/steam,gas,public/commercial,No,No,No
368000,850,17,28800,110,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
889000,2590,3,153800,268,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
266000,81,20,14900,119,2,0,2.5,3,electric,electric,public/commercial,No,No,Yes
417000,971,18,29500,148,3,1,2,4,hot air,gas,public/commercial,No,No,Yes
291000,648,21,15100,110,3,0,2,4,electric,electric,public/commercial,No,No,No
